"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"25405","ja","ëàò¨(«¦«ë«Á)ÒşÛ®","https://japanese.visitseoul.net/attractions/eulji-teahouse-jp/JPP025376?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP025376","  ","04550 ñé? «¦«ë«Á«í 124-1 2Í­ ","+82-2-2272-1886","","","06:00 ~ 21:00","?ìí","ªÊª·","2¡¤3?àÊëàò¨ÖØ3Ê¶?10ÛãõóÏ¢ª«ªé44m","«««Õ«§, ÑÒÒşïÁ,«ª«ì«¬«²(ÖÕ?), ëàò¨ÖØ3Ê¶, ÕÒª¿ª¤«³?«Ò?, äªü£Òş, «é?«á«ó",""
"4199","zh-CN","?Îø?","https://chinese.visitseoul.net/attractions/?Îø?/CNP004198?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP004198","100-070 âÏ?ã¼ñé?á³ÍëÔ×87-1 ","100-070 âÏ?ã¼ñé?á³ÍëÖØ106 ","+82-2-3396-5880","","","24á³??Û¯","","îïÒ´ÙéıÌ","2?? ëàò¨ÖØìıÏ¢ó× 7?¡¢8?Íë?£¬?õóÏ¢õó?ı¨£¬?âÍÜÆú¼200Ú· 1?? ã¼ïÙİ¤ó×õó?ı¨?150Ú·  ","ã¼?ó×,ğÈ?ñĞïÁ,ÎÃ??,ëàò¨ÖØìıÏ¢ó×ó×,Í¯îé÷®?,?Îø?,?ŞÈ,âÏ?ã¼?",""
"13752","zh-CN","?Û®×ìè©","https://chinese.visitseoul.net/attractions/Jidaebang-CN/CNP013751?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP013751","  ","03149 ?ÖØ?ìÒŞÑÔ×Ê¶33£¬2? ","+82-2-738-5379","","","11:00~23:00","Øßìí","Ùé","Ëå›°1-3-5???ÖØ3Ê¶ó×5?õóÏ¢351Ú· ","ÖÕïÁ, ß²ò¹ÓÑ, ?ÖØ, ìÒŞÑÔ×, ??Òş?, ???, ??Òş?",""
"28532","zh-CN","??Òş?","https://chinese.visitseoul.net/attractions/?Òş?2/CNP028329?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP028329","  ","03776 à¤ÓŞ??æÅá¦ÖØ36£¬??ÓŞù½8? ","+82-2-363-1222","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2253","11:00~24:00","Øßìí","Ùé","Ëå›°ò¢?2??ãæõ½ó×3?õóÏ¢361Ú·","??, ???,ÖÕïÁ, âÏ?Ú±???, ãæõ½, æÅá¦, ïñù¡",""
"44035","zh-CN","éç?á³ıŞ","https://chinese.visitseoul.net/attractions/202303/CNPu5th9n?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPu5th9n","  ","06284 Ë°Ñõ?ß²à÷ÖØ212£¬??ò¢ù»ßÂ?Ê¶A-63£¨20?îñ£© ","+82-2-557-7040","","","Øßô¸ 10:00 ~ 20:00","","ØßêÅğ¯1¡¢3ñ²ñ²ìí?ïÁıÌãÓ & ğ¯2¡¢4ñ²ñ²ìé?ïÁıÌãÓ","Ëå›°3??ÓŞò®ó×3?õóÏ¢10Ú·","?÷ù?, ?÷ù?, Ë°Ñõ, Ú¸ãİ,ÖÕïÁ, ëÚ?ßÓÊ¥, ÓŞö¹Ô×",""
"23967","zh-CN","âÏ?ÖØ7017","https://chinese.visitseoul.net/attractions/âÏ?ÖØ7017/CNP023496?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP023496","100-371 âÏ?ñé?Ø²×ìÔ×1Ê¶61-2 ","04501 âÏ?ñé?Ø²×ìö¹ÖØ37Ê¶19£¨Ø²×ìÔ×1Ê¶£© ","+82-2-313-7017","","","24á³? ","ßÈÒ´?Û¯ ","ßÈÒ´?Û¯ ","1??,ÌÈ?ñéäç?,Ïõ??ÖØ âÏ?ó×7,8?õóÏ¢ÜÆú¼5İÂ? 4?? ??ó×4,5õóÏ¢ÜÆú¼5İÂ? 2,5?? õ÷ïáÖØó×5?õóÏ¢ÜÆú¼8İÂ?","âÏ?ãæÕéêıÌØïÃ,âÏ?ÖØ7017,âÏ?å¨ÌØ,âÏ?ÖØ,Ù¥Ô×,???,âÏ??ÎÃ",""
"44028","ja","«µ«Ï«é","https://japanese.visitseoul.net/attractions/2023030/JPPq9l4ap?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPq9l4ap","  ","04214 Ø«øİ? «Ş«ó«ê«¸«§«í 15¡¢ğ¯ìé«Ó«ë ò¢ù»1Í­ 2? ","+82-2-719-8338","","","17:30~02:00 ","êÅ?÷Ï","ìíèøìí¡¢õæìí","5¡¤6¡¤Íöùû?Ô³¡¤ÌÈÑ²ñéäçàÊÍî??5ÛãõóÏ¢ª«ªé104m","«ª«ì«¬«²(ÖÕ?), ñĞíŞ, 7080«é«¤«Ö, Íî?, «°«ë«á, Ø«øİ, Öù×âËÜñĞè©",""
"43976","ja","«µ«ß«ã«ó«¿«ó","https://japanese.visitseoul.net/attractions/2023009/JPP851vd2?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP851vd2","  "," Ë°İÁ? «È«ó«ë«ó«í8«®«ë 6 ","+82-2-983-2890","","","05:00~17:00","?ìí","ªÊª·","ÙëïÌãæàÊü¤??2ÛãõóÏ¢ª«ªé216m","«¹«Ñ, «ì«È«í, Ë°İÁ,«ª«ì«¬«²(ÖÕ?), ÓŞé±íŞ, â©ë´ªÓ, «¢«Ê«í«°, «««Õ«§, ß²å×ÕéÎ½",""
"24803","zh-CN","ÎúùÇß£Û®","https://chinese.visitseoul.net/attractions/ÎúùÇß£Û®1/CNP024703?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP024703","  ","03162 âÏ??ÖØ?ìÒŞÑÔ×5Ê¶ 11 (ìÒŞÑÔ×) ","+82-2-732-9895","","koohasanbang.com","09:00~20:00 KST","Øßìí","Ùé","Ëå›°1-3-5???ÖØ3Ê¶ó×5?õóÏ¢342Ú·","?ÖØ, âÏ?Ú±???, ìÒŞÑÔ×, ß²ÑÎÑÎ,ÖÕïÁ, Ù¾?,ÙşÛ®ŞÌ?, ÛÜÖÚ, Ùøñğ, ßú?Úª???",""
"43551","zh-CN","??ÍïíÂãø","https://chinese.visitseoul.net/attractions/2023057/CNPb4qyjm?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPb4qyjm","  ","07327 çµÔôøİ?æ£ëøÔ¤Ï¢ÖØ81 ","+82-2-786-7800","","https://www.ssangma.net/","ñ²ìéò¸ñ²çé09:00-19:00£¬ñ²×¿10:00-16:00","ñ²ìéò¸ñ²×¿","ñ²ìí","Ëå›°5-9??æ£ëø?ó×5?õóÏ¢420Ú·","ÖÕïÁ, ğÎßÓ?, Ù¥àøğÎßÓ?, ?ìÑğÎ, Ò³ŞÍ?Ü×, ??ğÎ",""
"34257","zh-CN","äÌ???áÅ?ÓÑ","https://chinese.visitseoul.net/attractions/äÌ???áÅ?ÓÑ/CNP002010?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002010","110-240 âÏ?ã¼?ÖØ?äÌ?Ô×27 ","03061 âÏ?ã¼?ÖØ?ëÅÜÉà¼Ê¶57 (äÌ???) ","+82-2-733-3395","","http://www.andong-ch.org","* ?Û¯??ĞÆËß???ÛÈ???êóá¶??£¬?ß¾???","","","3?? äÌ?ó×1?õóÏ¢ÓùÜÆ10İÂ?  ","ÎÃûù?,äÌ?Ô×,??,İÁõ½??,ÙşûùÍö?,äÌ???,Ùşûù,?ÖØ?,äÌ???áÅ?ÓÑ",""
"1754","zh-TW","à¤ÓŞÚ¦Ô¼Ø¡Íëê®","https://tchinese.visitseoul.net/attractions/à¤ÓŞÚ¦Ô¼Ø¡Íëê®/TCP001753?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001753","120-080 âÏì³à¤ÓŞÚ¦Ï¡úÖî¼Ô× 101","120-080 âÏì³ã¼à¤ÓŞÚ¦Ï¡÷ÖìéÖØ251 ","+82-2-364-4686","","","Íëê®£º24á³ãÁËÒÛ¯","","","3ûÜàÊÔ¼Ø¡Ú¦ó×4,5ûÜõóÏ¢ÜÆú¼5İÂñ¤","à¤ÓŞÚ¦Ô¼Ø¡Íëê®,ß²ìéê¡ÔÑ,Íëê®,à¤ÓŞÚ¦úıÙâá¶,Í¯îç÷®Û¾,ë¶ò£,Ô¼Ø¡Î½,Ô¼Ø¡Ú¦ó×,ÕöŞÈ",""
"5764","ja","??ì¡ŞÀÓÑ","https://japanese.visitseoul.net/attractions/??ì¡ŞÀÓÑ/JPP005763?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP005763","150-701 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ×1 ??ì¡ŞÀÓÑ","150-701 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«¦«£«µ«À«ó«Ç«í1 (æ£ëøÓöÔ×)??ì¡ŞÀÓÑ","+82-2-6788-2114","+82-2-788-3664","http://korea.assembly.go.kr/","øÁìí£¯9:00?17:00 KST¡¢÷Ï£¯9:00?16:00 KST ìíèøìí¡¢õæğ®ìí¡¢??ËÒêÂÑÀÒ·ìí(5/31)ªÏıÌÎ½ ¡Ø ìıíŞªÏøÍÎ½ªÎ1ãÁÊàîñªŞªÇ","","","ò¢ù»?9?àÊ?«¯«¯«§«¦«£«µ«À«ó??1Ûã¡¢6ÛãõóÏ¢","ùÛ?ªÎïÙö½,«é«ó«É«Ş?«¯,ïÙİ¤Ñ¦?,???ßöÎ½,ì¡ê¬?Î½,??ì¡ŞÀÓÑ","«Ğ«ê«¢«Õ«ê?«È«¤«ì,«¨«ì«Ù?«¿?,?ªÎÜôí»ë¦ªÊÛ°ªÎª¿ªáªÎ?éÄñÒó³íŞ,«¢«¯«»«·«Ó«ê«Æ«£,?ªÎÜôí»ë¦ªÊÛ°ªÎª¿ªáªÎäĞ?á¶(ó³ëõí­«ì«ó«¿«ëªÊªÉ)"
"2037","zh-CN","Ò´?ÚÏÚª?","https://chinese.visitseoul.net/attractions/¸®Å½ºô/CNP002037?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002037","110-360 âÏ??ÖØ???Ô× 164-2","110-360 âÏ?ã¼?ÖØ?ÔÄûù?ÖØ71 ","+82-2-741-5447","","http://www.tkmuseum.or.kr","10:00 ~ 17:00  10:00~17:00","???? : ñ²ìé~ñ²×¿ ","ñ²ìí,õğ??ñéõÕ??ô¸ıÌãÓ","1,3,5?? ?ÖØ3Ê¶ó× 6?õóÜÆú¼10İÂ?","ÚÏÚª?,Ú¸ãİ,Ùşûù,??,üÀ?,??Ùşûù,Ò´?,Ò´?ÚÏÚª?",""
"6924","zh-CN","?ı÷ÓŞ?ñéäçÚÏÚª?","https://chinese.visitseoul.net/attractions/?ı÷ÓŞ?ñéäçÚÏÚª?/CNP006924?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP006924","130-050 âÏ?ã¼?ÓŞ??üŞĞñÔ×1  ","130-050 âÏ?ã¼?ÓŞ???ı÷ÓŞÖØ26 ","+82-2-961-0141","","http://museum.khu.ac.kr/home/khmuseum/www/pdf/museum_chinese.pdf","10:00~17:00","ñ²ìé~ñ²çé","ñ²ØÇ&ÛöïÒÍëıÌìí&Îè?ìíıÌãÓ","1?? üŞĞñó×1?õóÏ¢","Ùşûù,ñéäç???,î÷?,ÚÏÚª?,?ı÷ÓŞ?,?ŞÈ,?Úª,?ı÷ÓŞ?ñéäçÚÏÚª?",""
"23498","zh-TW","äÅô¸á¦Í£ÚÅáÔÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/äÅô¸á¦Í£ÚÅáÔÚÏÚªÎ½/TCP005815?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP005815","138-721 âÏì³ã¼áæ÷çÏ¡íÙãøÔ×40-1 ","05554 âÏì³ã¼áæ÷çÏ¡çó×ùù¯ĞºÖØ240(äÅô¸á¦Í£) ","1661-2000","","http://www.lotteworld.com/museum/","øÁìí AM 11:00 ~ 19:00 ñÎØÇ AM 11:00 ~ 20:00 (øÍÎ½îñ1á³ãÁïÎò­ìıíŞ)","ñÎìé~ñÎìí","îïÒ´ÙíıÌ","2¡¢8ûÜíÙãøó×4ûÜõóÏ¢","äÅô¸á¦Í£,íÙãøó×,ÏàïÕÜ×ãŞ,äÅô¸á¦Í£ÚÅáÔÚÏÚªÎ½,ÚÏÚªÎ½,ÚÅáÔ,îî÷ÖÍïçİù¡,ÕöŞÈ,îî÷Ö,î÷ÕÂ","Ùíî¡œÉ?á¶,íÑòğìÑŞÍÜ×Ùâ÷»(ğÕó¨×ÇëõÔõ),ï³ğ¬,Ùíî¡œÉ÷çÔ³,Ùíî¡œÉïÎó³íŞ"
"27579","zh-CN","âÏ?ßÂ?","https://chinese.visitseoul.net/attractions/âÏ?ßÂ?/CNP027474?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP027474","  ","04528 ñé?ÑõÓŞ?ã¼?4Ê¶2 ","+82-507-1401-8149","","","07:00~22:00 KST","Øßìí ","Ùé","Ëå›°4??û³?ó×5?õóÏ¢254Ú·","ÖÕïÁ,  ??, ??, áæéÇ, ?Ò·ù¡, ÑõÓŞ?ã¼?",""
"6463","ja","«Á«ç«¸«ç«ó(õ®ï£)?ë««­«ë«ÈÚÏÚªÎ½","https://japanese.visitseoul.net/attractions/Chojun-Textile-Quilt-Art-Museum-JP/JPP006463?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP006463","100-041 «½«¦«ëã¼ñé?Ñõß£Ô×1Ê¶ 20 ğ¯ìéÙşûùêÂ1Í­","04630 «½«¦«ëã¼«Á«å«ó(ñé)?«È«§«²«í18«®«ë66 (Ñõß£Ô×1Ê¶)ğ¯ìéÙşûùêÂ1Í­","+82-2-753-4074","+82-2-753-4254","http://www.jculture.co.kr/museum/","øÁìí£¯10:00?17:00¡¢÷Ïèøìí£¯10:00?17:00(øÍÎ½30İÂîñªŞªÇìıíŞÊ¦Òö)","","ìíèøìíªªªèªÓõæğ®ìí","ò¢ù»?4?àÊ¡¸«ß«ç«ó«É«ó¡¹?3ÛãõóÏ¢ªòõóªÆ«Ñ«·«Õ«£«Ã«¯«Û«Æ«ëéÓö°ªÎÖØò¢ªòå³300m ","Íïéıù¡,ùÛ??÷Öí©ª·ªåª¦,?÷Öëı¡,õ®ï£?ë««­«ë«ÈÚÏÚªÎ½,ÚÏÚªÎ½¡¤ÑÀÒ·Î½,Ñõß£,«½«¦«ëÚÏÚªÎ½,Ù¥Ô×",""
"29148","ja","«Õ«©?«ê«ó«Ö«Ã«¯«¹«È«¢","https://japanese.visitseoul.net/attractions/foreign-book-store-jp/JPP029050?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP029050","140-861 «½«¦«ëã¼×£ß£?×Ş÷ÁêÂÔ×533 ","04345 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Î«Ã«µ«Ô«ç«ó«í208 (×£ß£Ô×2Ê¶)","+82-2-793-8249","","","","11:00 KST ~ 20:00 KST","","ò¢ù»?6?àÊ¡¸«Î«Ã«µ«Ô«ç«ó¡¹?2ÛãõóÏ¢Óù?7İÂ","«Õ«©?«ê«ó«Ö«Ã«¯«¹«È«¢,ñéÍ¯ßöïÁ,ÖÕ?,«ª«ì«¬«²,«½«¦«ëÜâè©,«Î«Ã«µ«Ô«ç«ó?,×Ş÷ÁêÂ,Í¯Üâè©,èâ?ßöîß,«½«¦«ëªÎÖÕ?,ßöïÁ",""
"11112","ja","«Õ«Ã«½«¯«É«ó(?à´Ô×)«Ò«ç«µ«®«ë","https://japanese.visitseoul.net/attractions/heukseok-dong-hyosa-gil-jp/JPP011112?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP011112"," «½«¦«ëã¼ÔŞíÍ??à´Ô× 173-191"," «½«¦«ëã¼«È«ó«¸«ã«¯(ÔŞíÍ)?«Õ«Ã«½«¯«É«ó(?à´Ô×)«Ò«ç«µ4¡¤5«­«ë ","","","","","","","ò¢ù»?9?àÊ¡¸«Õ«Ã«½«¯¡¹?4ÛãõóÏ¢","«½«¦«ëÌ¸ªÉª³ªí,«½«¦«ëªÎÖØò¢«Ä«¢?,ÕÈØ¼Ù£á¶,?ª¤ª¿ª¤«í«±ò¢,«Ò«ç«µ«­«ëî÷ØĞ÷»,«½«¦«ëÕéú¼,å¨ÌØÙ£á¶,ÖØò¢ß¤?,?à´Ô×«Ò«ç«µ«­«ë,«½«¦«ë«·«Æ«£«Ä«¢?,Ú¸ª·ª¤å¨ÌØÙ£á¶,«½«¦«ëÖØò¢",""
"22979","ja","«è«ó«Ï«¯«¸«ç«ó(çµùÍïÍ)","https://japanese.visitseoul.net/attractions/younghakjeong-pavillion-jp/JPP002250?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP002250","158-050 «½«¦«ëã¼åÕô¹?ÙÊÔ× 915","07990 «½«¦«ëã¼«ä«ó«Á«ç«ó(åÕô¹)?«â«¯«È«ó«É«ó«í316-8 (ÙÊÔ×)","+82-10-5234-2322","","http://www.hwalsarang.com","«¢?«Á«§«ê?1ìí??[ûı¡¤â©] çíı­2ãÁ?çíı­4ãÁ «¤«ó«¿?«Í«Ã«ÈªŞª¿ªÏï³ü¥ªÇåøå³ª¬ù±é© ñÎØÇªÏ?ê¬ªÎªß××éÄÊ¦Òö","","","ò¢ù»?5?àÊ¡¸«ª«â«Ã«­«ç¡¹?4ÛãõóÏ¢Óù?5İÂ ","ÙÊÔ×,«¢«¦«È«É«¢,ß¤?Ô³,«¢?«Á«§«ê?,í»æÔ,åÇÏáíŞ,çöÙÊÎé,?Ïá,çµùÍïÍ,ÏáÔ³??",""
"19042","zh-TW","ÑÑÚØæÃ","https://tchinese.visitseoul.net/attractions/ÑÑÚØæÃ-TC/TCP018897?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP018897","  ","03056 ñ¤ÖØÏ¡İÁõ½ÖØ12Ê¶24-12 ","+82-2-730-2067","","http://kumbakyeon.modoo.at/","ñÎ×¿ 09:00 ~ 15:00","","","3ûÜàÊäÌÏĞó×2ûÜõóÏ¢706m","ÖÕïÁ, ÑÑÚØíûãŞ , ŞªÚªòõÙşûùë¶? , Íïçİ , îî÷Ö ,Íïçİô÷úĞ , âÏì³Ú±ÕÎë¶?, İÁõ½",""
"11659","ko","±¹¸³Çö´ë¹Ì¼ú°ü ¼­¿ï°ü","https://korean.visitseoul.net/attractions/±¹¸³Çö´ë¹Ì¼ú°ü-¼­¿ï°ü/KOP011658?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011658","110-200 ¼­¿ï Á¾·Î±¸ ¼Ò°İµ¿ 165 165","03062 ¼­¿ï Á¾·Î±¸ »ïÃ»·Î 30 (¼Ò°İµ¿) ","02-3701-9500","","http://www.mmca.go.kr/","¿ù¿äÀÏ, È­¿äÀÏ, ¸ñ¿äÀÏ, ±İ¿äÀÏ, ÀÏ¿äÀÏ : 10:00 ~ 18:00 ¼ö¿äÀÏ, Åä¿äÀÏ : 10:00 ~ 21:00 (18:00 ~ 21:00 ¾ß°£°³Àå) * ¹ß±Ç½Ã°£ : °ü¶÷Á¾·á 1½Ã°£ Àü±îÁö °¡´É","¿ù~ÀÏ","1¿ù1ÀÏ, ¼³³¯, Ãß¼®","3È£¼± ¾È±¹ 1¹ø Ãâ±¸¿¡¼­ ºÏÃÌ±æ ¹æ¸é, ¶Ç´Â »ïÃ»·Î ¹Î¼Ó¹Ú¹°°ü ¹æ¸é  ","¹Ì¼ú°ü, Çö´ë¹Ì¼ú,¹®È­ÀÇ°Å¸®, º¹ÇÕ¹®È­¿¹¼ú¼¾ÅÍ,±¹¸³Çö´ë¹Ì¼ú°ü,»ïÃ»µ¿,±¤È­¹®,¼Ò°İµ¿, Àü½Ã,¾È±¹¿ª","Àå¾ÖÀÎÈ­Àå½Ç,Àå¾ÖÀÎ ¾È³»(ÈÙÃ¼¾î ´ë¿© ¹× ±âÅ¸),¿¤¸®º£ÀÌÅÍ,Á¢±Ù°¡´É,Àå¾ÖÀÎ Àü¿ë ÁÖÂ÷Àå"
"44038","ja","«½«¦«ë«ì«³?«É","https://japanese.visitseoul.net/attractions/2023096/JPPrf5phm?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPrf5phm","  ","03193 ñ£ÖØ? «Á«ç«ó«Î 154 ","+82-2-2265-9298","","https://www.seoulrecord.co.kr/","10:00~19:30 KST","?ìí","ªÊª·","1¡¤3¡¤5?àÊñ£ÖØ3Ê¶?12ÛãõóÏ¢ª«ªé160m"," «ì«³?«É, LP,«ª«ì«¬«²(ÖÕ?), «Æ?«×, «Ö«ë?«ì«¤, ğóÖØ(«Á«ç«ó«í), «ì«³?«É, CD",""
"43516","ja","«Æ«½«óøúÎıŞä","https://japanese.visitseoul.net/attractions/Daesung/JPP3iuk2x?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP3iuk2x","  ","04404 ×£ß£? «¤«Æ«¦«©«ó«í 216 1Í­ ","+82-2-794-3681","","","êÅ?÷Ï 10:30?18:00 KST","êÅ?÷Ï","ìíèøìí","6?àÊ×Ş÷ÁêÂ?3ÛãõóÏ¢ª«ªé334m"," äş?,«ª«ì«¬«²(ÖÕ?),ùÓÑõÔ×, øúÎı, ×Ş÷ÁêÂ,ù¦áÜ?, ×£ß£, ÚÅ?",""
"4528","ja","«è«ó«Õ«£«¦«©«ó(çµıÅê®)£¯«¹«ó«¤«ó«¦«©«ó(âıìÒê®)(«Û«ó«Ì«ó(ûó×Õ))","https://japanese.visitseoul.net/attractions/Yeonghwiwon-Tomb-Sunginwon-Tomb-Hongneung-JP/JPP004524?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP004524","130-010 «½«¦«ëã¼ÔÔÓŞÚ¦??šñ×ìÔ× 205","130-010 «½«¦«ëã¼«È«ó«Ç«à«ó(ÔÔÓŞÚ¦)?«Û«ó«Ì«ó«í90 (?šñ×ìÔ×)","+82-2-962-0556","+82-2-957-2569","http://royaltombs.cha.go.kr/tombs/selectTombInfoList.do?tombseq=135&mn=RT_01_07_02","* 11êÅ~1êÅ:09:00~17:30(KST) («Á«±«Ã«È«Ö?«¹09:00~16:30(KST)) * 2êÅ~5êÅªªªèªÓ9êÅ~10êÅ:09:00~18:00(KST) («Á«±«Ã«È«Ö?«¹09:00~17:00(KST)) * 6êÅ~8êÅ:09:00~18:30(KST) («Á«±«Ã«È«Ö?«¹09:00~17:30(KST))","","êÅèøìí","ò¢ù»?6?àÊ¡¸«³«ê«ç«Ç¡¹?3ÛãõóÏ¢ª«ªéÓù?10İÂ ò¢ù»?1?àÊ¡¸«Á«ç«ó«Ë«ã«ó«Ë¡¹?2ÛãõóÏ¢ª«ªéÓù?15İÂ(«Ş«¦«ë«Ğ«¹[ÔÔÓŞÚ¦]05Ûã¡¢«Ğ«¹1227ÛãªË?ó³ª·«Û«ó«Ì«ó(ûó×Õ)ä¨í®ÖØù»ó³)  ","«½«¦«ëèİ×Õ,âıìÒê®,ÎÃÙëüÕğ¨,ûó×Õ,?ŞÈ,ÍÔğó,ÔÔÓŞÚ¦,çµıÅê®,ë¶îæò¢¡¤Ùşûùî¯,Ù¥à÷üÕı¨",""
"16402","zh-CN","ÎÃûù???å¨ÌØ","https://chinese.visitseoul.net/attractions/ÎÃûù???å¨ÌØ/CNP016319?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP016319","  ","  ","","","","","","","","×İâïãí,ÎÃ????,?Ùş,?ÚÅïáëå,?ŞÈ,ÎÃ??,Ùşûù,á¦ğóÓŞèİ",""
"27839","zh-CN","ÎÃûù?Õéêıíª??","https://chinese.visitseoul.net/attractions/ÎÃûù?Õéêıíª??/CNP027225?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP027225","110-822 âÏ??ÖØ?á¦ğóÖØ215 ","03186 âÏ??ÖØ?á¦ğóÓŞÖØ 145-2 (ÎÃûù?ÓŞù½?ùÁØó?ïÁîñÛ°)","+82-2-735-8688","","http://www.sta.or.kr","10:00 KST - 19:00 KST","","Øßñ²×¿ïÒÑ¢úÎ? õğ?¡¢ñéõÕ??ô¸ıÌãÓ","5??ÎÃûù?ó×6?õóÏ¢ 1¡¢2??ã¼?ó×3?õóÏ¢"," Õéêıíª?ñéãı, èâ?íª?,ÎÃûù?Õéêıíª??,?Í¢ô¹,?ûúØó?ïÁ,Õéêı??ñéãı,ÎÃûù?,Õéêıíª??",""
"27836","zh-CN","âÏ?Õéêı?Ò·ù¡î÷???ÕéËÔÜ×?ñéãı","https://chinese.visitseoul.net/attractions/ß²ìé?Õéêıíª??/CNP027221?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP027221","110-748 âÏ??ÖØ???Ô×10-2 ","03190 âÏ?ã¼?ÖØ??Í¢ô¹ÖØ85 (ß²ìéÓŞ?îñ) ","+82-2-720-0872£¨Õéêıíª?£¬?Ò·ù¡£©/+82-1800-9008£¨ÕéËÔÜ×?ñéãı£©","","https://tiac.or.kr/lang_zh","10:00~19:00 KST","","õğ?¡¢ñéõÕ??ô¸ıÌãÓ","1????ó×4?õóÏ¢ 2??ëàò¨ÖØ3Ê¶ó×1?õóÏ¢ 1¡¢3¡¢5???ÖØ3Ê¶ó×15?õóÏ¢","?Í¢ô¹,Õéêı??ñéãı,ß²ìé?,èâ?íª?,Õéêıíª??,?ÖØ,Ñõ Õéêıíª?ñéãı,Õéêı??ñéãı",""
"20618","ja","?Ø¡Í¯ÏàÚÏÚªÎ½","https://japanese.visitseoul.net/attractions/?Ø¡Í¯ÏàÚÏÚªÎ½/JPP020550?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP020550","110-820 «½«¦«ëã¼ñ¤ÖØ?á¦ğóÖØ 1-57","03045 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Ò«ç«¸«ã«í12 (á¦ğóÖØ)?Ø¡Í¯ÏàÚÏÚªÎ½","+82-2-3701-7500","","http://www.gogung.go.kr/main.do","10:00-18:00 â©èøìíĞàªÓ÷ÏèøìíªÏ21:00ªŞªÇËÒÎ½ ¡ØìıÎ½ªÏøÍÎ½ãÁÊàªÎ1ãÁÊàîñªŞªÇ","","Ò´ñéÙíıÌ","ò¢ù»?3?àÊ?«­«ç«ó«Ü«Ã«¯«ó(ïÙİ¤«½«¦«ë??)??5ÛãõóÏ¢","?Ø¡Í¯ÏàÚÏÚªÎ½,ÚÏÚªÎ½,ÌØÜØÏà,ğÈàØèİğÈãÁÓÛ,?ÎÃ«¹«İ«Ã«È,Í¯Ïà,ë¶Úª,Ùşûùî¯,«½«¦«ë?ÎÃ","«Ğ«ê«¢«Õ«ê?«È«¤«ì,?ªÎÜôí»ë¦ªÊÛ°ªÎª¿ªáªÎäĞ?á¶(ó³ëõí­«ì«ó«¿«ëªÊªÉ),«¢«¯«»«·«Ó«ê«Æ«£,?ªÎÜôí»ë¦ªÊÛ°ªÎª¿ªáªÎ?éÄñÒó³íŞ"
